artist_name,Artist_ID,Artist_Image_URL
Beyoncé,2GVyVp6wsz2jjb21lrFes4,https://i.scdn.co/image/ab6761610000e5eb3da7d9a6649dd3029cb0096b
Fivio Foreign,14CHVeJGrR5xgUGQFV5BVM,https://i.scdn.co/image/ab6761610000e5eb366afadc7bfc1671fb1d4f2c
Sosa Geek,2UyyBkpzN5w3hzZBZGvRZb,https://i.scdn.co/image/ab67616d0000b2730abfa115096dcddac0817f04
Birdman,35sCXuy5gN6Or69rZ9vqBs,https://i.scdn.co/image/a0f17a1d34ac2462e049b89daa2b8051231f753b
Preme,0bdJZl7TDeiymDYzMJnVh2,https://i.scdn.co/image/ab6761610000e5eb2a5d8de7c26d743e77963684
Bun B,4q3ewBCX7sLwd24euuV69X,https://i.scdn.co/image/ab6761610000e5eb81f47f44084e0a09b5f0fa13
Detail,4sglKanXuoU0gqGYP3wiNv,https://i.scdn.co/image/da2370daa1b8a5ee75378f79d541fedeec5bb839
Wale,67nwj3Y5sZQLl72VNUHEYE,https://i.scdn.co/image/ab6761610000e5eb204ce9bb25bd19a056cac78a
The-Dream,1W3FSF1BLpY3hlVIgvenLz,https://i.scdn.co/image/ab6761610000e5eba01ad0bea0957a2e3b7c3ced
Teezo Touchdown,0fGcIStdT1OpFFhOC7Wp36,https://i.scdn.co/image/ab6761610000e5eb8c248ffca9237c963ad743a4
Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,https://i.scdn.co/image/ab6761610000e5ebb713079a55dcf937d241dd2b
Chief Keef,15iVAtD3s3FsQR4w1v6M0P,https://i.scdn.co/image/ab6761610000e5ebf3d48b48b4603bd55f489655
Trey Songz,2iojnBLj0qIMiKPvVhLnsH,https://i.scdn.co/image/ab6761610000e5ebc7b9e9a3adcc3f5cbc92fb0b
James Fauntleroy,5ooSG9S0glqP5ZrqqaHBvT,https://i.scdn.co/image/ab6761610000e5ebe48a7f38c0aed50db51b3fbe
R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,https://i.scdn.co/image/ab6761610000e5eb20dfb8f52ef4926a22e552c8
Omarion,0f5nVCcR06GX8Qikz0COtT,https://i.scdn.co/image/ab6761610000e5eb8b09a264a0e22193f0786c1b
Gordo,6s3XaJkcT7464G4oII9V41,https://i.scdn.co/image/ab6761610000e5eb82fecffbde95268b760d9cb9
MC Kevin o Chris,2UMj7NCbuqy1yUZmiSYGjJ,https://i.scdn.co/image/ab6761610000e5eb6b004925b70128dfd777cf1c
